wtf,BadWords
stfu,BadWords
gtfo,BadWords
fml,BadWords
bfd,BadWords
ffs,BadWords
fyfi,BadWords
nfg,BadWords
fyvm,BadWords
dafuq,BadWords
effing,BadWords
mofo,BadWords
gdmf,BadWords
